 22, -10.679, -10.193, -10.060,  -9.793,  -8.830,  -8.774,  -8.740,  -8.722,  -8.571,  -8.519,  -8.388,  -8.208,  -7.785,  -7.703,  -7.614,  -7.404,  -7.092,  -6.539,  -6.456,  -6.366,  -5.372,  -4.973,  -4.216,  -3.662,   3.345,   4.549,   4.633,   5.889,   8.028,   9.033,   9.364,  10.554,  15.904,  16.169,  16.867,  17.522,  18.598,  19.734,  20.162,  20.233,  25.621,  25.927,  26.291,  28.066,  28.622,   -6.061
 23, -11.190, -10.229, -10.148,  -9.858,  -8.850,  -8.719,  -8.664,  -8.481,  -8.376,  -8.366,  -8.085,  -8.025,  -7.923,  -7.825,  -7.557,  -7.534,  -6.787,  -6.461,  -6.190,  -6.030,  -5.927,  -4.862,  -4.264,  -2.940,   0.980,   2.877,   3.009,   5.349,   9.693,  11.688,  12.040,  14.196,  14.231,  14.447,  15.768,  17.073,  18.738,  19.755,  20.050,  21.528,  25.133,  25.437,  26.087,  26.197,  28.610,   -6.061
 24, -11.448, -10.179, -10.142, -10.036,  -8.801,  -8.703,  -8.691,  -8.321,  -8.220,  -8.198,  -8.004,  -7.993,  -7.928,  -7.715,  -7.612,  -7.587,  -6.536,  -6.428,  -6.347,  -5.933,  -5.897,  -4.334,  -4.100,  -3.491,   0.852,   1.616,   1.785,   5.118,  11.680,  12.685,  12.945,  14.470,  14.849,  15.299,  16.848,  17.013,  17.206,  17.743,  19.409,  20.978,  25.289,  25.817,  27.330,  28.076,  28.235,   -6.061
 25, -11.397, -10.361, -10.000,  -9.997,  -8.845,  -8.727,  -8.666,  -8.376,  -8.255,  -8.221,  -8.021,  -7.963,  -7.905,  -7.783,  -7.675,  -7.489,  -6.557,  -6.384,  -6.312,  -5.961,  -5.913,  -4.978,  -3.393,  -3.370,   0.800,   0.978,   2.772,   5.162,  11.641,  11.827,  13.586,  13.906,  14.107,  15.299,  16.855,  17.196,  18.080,  18.416,  18.510,  20.831,  25.083,  27.065,  27.337,  27.382,  27.798,   -6.061
 26, -11.138, -10.982,  -9.752,  -9.712,  -9.040,  -8.887,  -8.771,  -8.606,  -8.386,  -8.340,  -8.089,  -8.004,  -7.798,  -7.776,  -7.687,  -7.300,  -6.623,  -6.210,  -6.103,  -6.100,  -6.085,  -5.843,  -2.417,  -2.303,   0.553,   0.752,   5.214,   5.637,  10.702,  10.727,  10.967,  11.618,  15.745,  15.814,  16.055,  16.141,  18.024,  18.565,  20.179,  20.408,  25.904,  26.251,  27.362,  27.777,  28.538,   -6.061
 27, -12.161, -10.600,  -9.611,  -9.546,  -9.268,  -9.137,  -9.102,  -8.688,  -8.485,  -8.382,  -8.042,  -7.948,  -7.789,  -7.521,  -7.403,  -7.181,  -6.616,  -6.512,  -6.348,  -6.054,  -5.915,  -5.529,  -1.827,  -1.777,   1.326,   1.466,   5.924,   8.342,   8.351,   8.779,  10.233,  10.632,  13.136,  13.690,  16.810,  17.147,  17.325,  19.743,  20.041,  20.715,  25.270,  25.525,  27.807,  27.807,  28.504,   -6.061
 28, -13.308, -10.345,  -9.859,  -9.815,  -9.477,  -9.420,  -9.415,  -8.550,  -8.087,  -8.038,  -7.909,  -7.814,  -7.594,  -7.209,  -7.178,  -7.135,  -6.567,  -6.405,  -6.386,  -5.973,  -5.808,  -5.021,  -1.951,  -1.925,   3.088,   3.183,   6.361,   6.514,   6.759,   9.692,   9.861,  10.077,  11.749,  11.927,  16.668,  17.924,  18.267,  18.706,  18.774,  22.116,  23.094,  24.148,  25.450,  26.030,  28.878,   -6.061
 29, -14.245, -10.376, -10.189, -10.175,  -9.709,  -9.687,  -9.686,  -8.345,  -7.977,  -7.977,  -7.321,  -7.314,  -7.246,  -7.075,  -6.842,  -6.712,  -6.450,  -6.176,  -6.134,  -5.891,  -5.689,  -4.482,  -2.479,  -2.432,   4.922,   4.932,   5.306,   5.629,   6.985,   7.625,   9.204,   9.552,  10.245,  15.415,  16.530,  17.195,  17.649,  18.570,  19.366,  20.218,  21.311,  22.022,  22.492,  26.012,  29.850,   -6.061
 30, -14.845, -10.476, -10.432, -10.426,  -9.875,  -9.870,  -9.870,  -8.185,  -8.083,  -8.081,  -7.123,  -7.079,  -6.652,  -6.631,  -6.599,  -6.381,  -5.930,  -5.915,  -5.898,  -5.710,  -5.559,  -3.899,  -3.165,  -3.136,   4.106,   4.226,   4.816,   7.539,   7.739,   8.510,   8.804,   9.196,   9.321,  16.385,  16.527,  16.893,  17.347,  17.784,  17.905,  18.790,  20.075,  21.549,  22.148,  26.714,  29.357,   -6.061
 31, -15.051, -10.523, -10.523, -10.506,  -9.934,  -9.934,  -9.934,  -8.126,  -8.126,  -8.126,  -7.077,  -7.077,  -6.558,  -6.347,  -6.347,  -6.347,  -5.848,  -5.848,  -5.488,  -5.488,  -5.488,  -3.567,  -3.567,  -3.567,   3.841,   3.841,   4.063,   8.621,   8.621,   8.621,   9.146,   9.146,   9.146,  16.177,  16.177,  16.458,  16.458,  16.458,  17.829,  18.005,  22.105,  22.105,  22.105,  25.868,  29.077,   -6.061
 32, -15.025, -10.513, -10.513, -10.497,  -9.927,  -9.926,  -9.926,  -8.133,  -8.120,  -8.120,  -7.080,  -7.080,  -6.567,  -6.382,  -6.382,  -6.354,  -5.857,  -5.857,  -5.553,  -5.511,  -5.511,  -3.546,  -3.546,  -3.530,   3.901,   3.901,   4.124,   8.511,   8.511,   8.662,   8.993,   9.146,   9.146,  16.253,  16.253,  16.550,  16.584,  16.584,  17.929,  17.991,  21.682,  22.090,  22.090,  26.109,  29.118,   -6.061
 33, -14.948, -10.485, -10.485, -10.470,  -9.904,  -9.902,  -9.902,  -8.154,  -8.104,  -8.104,  -7.089,  -7.089,  -6.594,  -6.485,  -6.485,  -6.371,  -5.884,  -5.884,  -5.728,  -5.571,  -5.571,  -3.492,  -3.492,  -3.437,   4.082,   4.082,   4.305,   8.145,   8.145,   8.575,   8.787,   9.227,   9.227,  16.307,  16.307,  16.733,  17.094,  17.094,  17.913,  18.286,  20.757,  22.047,  22.047,  26.454,  29.296,   -6.061
 34, -14.820, -10.439, -10.439, -10.426,  -9.868,  -9.862,  -9.862,  -8.188,  -8.079,  -8.079,  -7.104,  -7.104,  -6.654,  -6.654,  -6.644,  -6.391,  -5.975,  -5.930,  -5.930,  -5.646,  -5.646,  -3.421,  -3.421,  -3.322,   4.378,   4.378,   4.601,   7.575,   7.575,   7.982,   8.992,   9.420,   9.420,  16.326,  16.326,  16.865,  17.647,  17.914,  17.914,  18.902,  19.855,  21.976,  21.976,  26.549,  29.272,   -6.061
 35, -14.642, -10.375, -10.375, -10.365,  -9.819,  -9.808,  -9.808,  -8.234,  -8.047,  -8.047,  -7.123,  -7.123,  -6.874,  -6.874,  -6.721,  -6.410,  -6.260,  -5.998,  -5.998,  -5.715,  -5.715,  -3.353,  -3.353,  -3.212,   4.784,   4.784,   4.998,   6.899,   6.899,   7.299,   9.274,   9.707,   9.707,  16.339,  16.339,  16.802,  17.059,  18.933,  18.933,  19.062,  20.028,  21.882,  21.882,  26.435,  29.330,   -6.061
 36, -14.418, -10.296, -10.296, -10.290,  -9.758,  -9.740,  -9.740,  -8.288,  -8.011,  -8.011,  -7.158,  -7.158,  -7.112,  -7.112,  -6.821,  -6.558,  -6.426,  -6.091,  -6.091,  -5.766,  -5.766,  -3.301,  -3.301,  -3.125,   5.291,   5.291,   5.452,   6.177,   6.177,   6.619,   9.631,  10.076,  10.076,  15.754,  16.352,  16.352,  17.005,  18.877,  20.091,  20.091,  21.085,  21.767,  21.767,  26.237,  29.315,   -6.061
 37, -14.149, -10.205, -10.205, -10.202,  -9.689,  -9.660,  -9.660,  -8.349,  -7.977,  -7.977,  -7.397,  -7.397,  -7.161,  -7.161,  -6.940,  -6.850,  -6.439,  -6.203,  -6.203,  -5.802,  -5.802,  -3.271,  -3.271,  -3.068,   5.446,   5.446,   5.548,   5.892,   5.892,   6.384,  10.056,  10.517,  10.517,  14.459,  16.369,  16.369,  17.018,  18.778,  21.345,  21.345,  21.644,  21.644,  22.302,  26.045,  29.156,   -6.061
